Org Code,Org Name,Org Type,Function,Contact,Address 1,Address 2,Town,State,Zip Code,Phone,Fax,Grades
00490005,Cambridge: Maria L. Baldwin,Public School,Principal,Heidi Cook,85 Oxford Street,,Cambridge,MA,02138,617-349-6525,617-349-6893,"PK,K,01,02,03,04,05"
00490030,Cambridge: Martin Luther King Jr.,Public School,Principal,Gerald Yung,102 Putnam Avenue,,Cambridge,MA,02139,617-349-6562,617-349-6569,"PK,K,01,02,03,04,05"
00490045,Cambridge: Morse,Public School,Principal,Patricia Beggy,40 Granite Street,,Cambridge,MA,02139,617-349-6575,617-349-6576,"PK,K,01,02,03,04,05"
00490050,Cambridge: Peabody,Public School,Principal,Jennifer Ford,70 Rindge Avenue,,Cambridge,MA,02140,617-349-6530,617-349-6538,"PK,K,01,02,03,04,05"
00490310,Cambridge: Putnam Avenue Upper School,Public School,Principal,Mirko Chardin,100 Putnam Avenue,,Cambridge,MA,02139,617-349-7780,--,"06,07,08"
00490315,Cambridge: Rindge Avenue Upper School,Public School,Principal,JULIE CRAVEN,70 Rindge Avenue,,Cambridge,MA,02140,617-349-4060,617-349-6037,"06,07,08"
00490320,Cambridge: Vassal Lane Upper School,Public School,Principal,Daniel Coplon-newfield,197 Vassal Lane,,Cambridge,MA,02138,617-349-6550,617-349-6686,"06,07,08"
00500505,Canton: Canton High,Public School,Principal,Derek Folan,900 Washington Street,,Canton,MA,02021,781-821-5050,781-821-5052,"09,10,11,12"
00500020,Canton: Dean S Luce,Public School,Principal,Robie Peter,45 Independence St,,Canton,MA,02021,781-821-5075,781-575-6528,"K,01,02,03,04,05"
00500017,Canton: John F Kennedy,Public School,Principal,Christine Mcmahon,100 Dedham Street,,Canton,MA,02021,781-821-5080,781-575-6543,"K,01,02,03,04,05"
00500012,Canton: Lt Peter M Hansen,Public School,Principal,David Brauninger,25 Pecunit Street,,Canton,MA,02021,781-821-5085,781-575-5662,"K,01,02,03,04,05"
00500010,Canton: Rodman Early Childhood Center,Public School,Principal,Donna Kilday,960 Washington Street,,Canton,MA,02021,781-821-5060,781-575-6500,PK
00500305,Canton: Wm H Galvin Middle,Public School,Principal,William Conard,55 Pecunit Street,,Canton,MA,02021,781-821-5070,781-575-6509,"06,07,08"
04320530,Cape Cod Lighthouse Charter (District): Cape Cod Lighthouse Charter School,Charter School,Principal,Paul Niles,195 Route 137,,East Harwich,MA,02645,774-408-7994,774-237-9041,"06,07,08"
08150605,Cape Cod Regional Vocational Technical: Cape Cod Region Vocational Technical,Public School,Principal,William Terranova,351 Pleasant Lake Avenue,,Harwich,MA,02645,508-432-4500,508-430-2438,"09,10,11,12"
00510025,Carlisle: Carlisle School,Public School,Principal,Dennet Sidell,83 School Street,,Carlisle,MA,01741,978-369-4102,978-371-2400,"PK,K,01,02,03,04,05,06,07,08"
00520015,Carver: Carver Elementary School,Public School,Principal,Ruby Maestas,85 Main Street,,Carver,MA,02330,508-866-6211,508-866-6845,"PK,K,01,02,03,04,05"
00520405,Carver: Carver Middle/High School,Public School,Principal,Janelle Clarke-Holley,60 South Meadow Road,,Carver,MA,02330,508-866-6140,508-866-5639,"06,07,08,09,10,11,12"
06350005,Central Berkshire: Becket Washington School,Public School,Principal,Mary Kay McCloskey,12 Maple Street,,Becket,MA,01223,413-623-8757,413-684-0292,"PK,K,01,02,03,04,05"
06350025,Central Berkshire: Craneville,Public School,Principal,Deborah White,71 Park Avenue,,Dalton,MA,01226,413-684-0209,413-684-0584,"K,01,02,03,04,05"
06350035,Central Berkshire: Kittredge,Public School,Principal,Kathy Buckley,80 Maple Street,,Hinsdale,MA,01235,413-655-2525,413-655-0184,"PK,K,01,02,03,04,05"
06350305,Central Berkshire: Nessacus Regional Middle School,Public School,Principal,Peter Falkowski,35 Fox Road,,Dalton,MA,01226,413-684-0780,413-684-4214,"06,07,08"
06350505,Central Berkshire: Wahconah Regional High,Public School,Principal,Aaron Robb,150 Windsor Rd,,Dalton,MA,01226,413-684-1330,413-684-5032,"09,10,11,12"
00560030,Chelmsford: Byam School,Public School,Principal,Jason Fredette,25 Maple Road,,Chelmsford,MA,01824,978-251-5144,--,"K,01,02,03,04"
00560005,Chelmsford: Center Elementary School,Public School,Principal,Linda Hirsch,84 Billerica Road,,Chelmsford,MA,01824,978-251-5155,978-251-5160,"K,01,02,03,04"
00560025,Chelmsford: Charles D Harrington,Public School,Principal,Patricia Tobin,120 Richardson Rd,,North Chelmsford,MA,01863,978-251-5166,978-251-5170,"K,01,02,03,04"
00560505,Chelmsford: Chelmsford High,Public School,Principal,Stephen Murray,200 Richardson Rd,,North Chelmsford,MA,01863,978-251-5111,978-251-5117,"09,10,11,12"
00560305,Chelmsford: Col Moses Parker School,Public School,Principal,Jeffery Parks,75 Graniteville Rd,,Chelmsford,MA,01824,978-251-5133,978-251-5140,"05,06,07,08"
00560001,Chelmsford: Community Education Center,Public School,Principal,Amy Matson,170 Dalton Road,,Chelmsford,MA,01824,978-251-5188,978-251-5187,PK
00560310,Chelmsford: McCarthy Middle School,Public School,Principal,Kurt McPhee,250 North Rd,,Chelmsford,MA,01824,978-251-5122,978-251-5130,"05,06,07,08"
00560015,Chelmsford: South Row,Public School,Principal,Molly McMahon,250 Boston Rd,,Chelmsford,MA,01824,978-251-5177,978-251-5180,"K,01,02,03,04"
00570505,Chelsea: Chelsea High,Public School,Principal,Priti Johari,299 Everett Avenue,,Chelsea,MA,02150,617-466-5000,617-889-8468,"09,10,11,12"
00570050,Chelsea: Clark Avenue School,Public School,Principal,Michael Talbot,8 Clark Avenue,,Chelsea,MA,02150,617-466-5100,617-889-7539,"05,06,07,08"
00570030,Chelsea: Edgar A Hooks Elementary,Public School,Principal,Adele Lubarsky,300 Crescent Avenue,,Chelsea,MA,02150,617-466-5400,617-889-8647,"01,02,03,04"
00570045,Chelsea: Eugene Wright Science and Technology Academy,Public School,Principal,Michelle Martinello Creamer,180 Walnut Street,,Chelsea,MA,02150,617-466-5240,617-889-8463,"05,06,07,08"
00570040,Chelsea: Frank M Sokolowski Elementary,Public School,Principal,Nate Meyers,300 Crescent Avenue,,Chelsea,MA,02150,617-466-8464,617-889-8470,"01,02,03,04"
00570035,Chelsea: George F. Kelly Elementary,Public School,Principal,Magdalena Sanchez-Gleason,300 Crescent Avenue,,Chelsea,MA,02150,617-466-5350,617-889-8644,"01,02,03,04"
00570055,Chelsea: Joseph A. Browne School,Public School,Principal,Julie Shea,180 Walnut Street,,Chelsea,MA,02150,617-466-5235,617-889-8459,"05,06,07,08"
00570003,Chelsea: Shurtleff Early Childhood,Public School,Principal,Jacqueline Bevere,99 Hawthorn Street,,Chelsea,MA,02150,617-466-5150,617-889-8425,"PK,K,01"
00570025,Chelsea: William A Berkowitz Elementary,Public School,Principal,Adam Deleidi,300 Crescent Avenue,,Chelsea,MA,02150,617-466-5300,617-889-8646,"01,02,03,04"
06320025,Chesterfield-Goshen: New Hingham Regional Elementary,Public School,Principal,Thomas Luce,30 Smith Rd,,Chesterfield,MA,01012,413-296-0000,413-296-0003,"PK,K,01,02,03,04,05,06"
00610003,Chicopee: Barry,Public School,Principal,Jonathan Endelos,44 Connell Street,,Chicopee,MA,01020,413-594-3425,413-594-3468,"K,01,02,03,04,05"
00610010,Chicopee: Belcher,Public School,Principal,Samuel Karlin,125 Montgomery St.,,Chicopee,MA,01020,413-594-3526,413-594-3469,"K,01,02"
00610305,Chicopee: Bellamy Middle,Public School,Principal,Matthew Francis,314 Pendleton Avenue,,Chicopee,MA,01020,413-594-3527,413-594-1837,"06,07,08"
00610015,Chicopee: Bowe,Public School,Principal,David Drugan,115 Hampden Street,,Chicopee,MA,01013,413-594-3431,413-594-1848,"PK,K,01,02,03,04,05"
00610020,Chicopee: Bowie,Public School,Principal,Norman Burgess,80 D.A.R.E. Way,,Chicopee,MA,01022,413-594-3532,413-594-3590,"K,01,02,03,04,05"
00610021,Chicopee: Chicopee Academy,Public School,Principal,John Leonard,12 DARE Way,,Chicopee,MA,01020,413-594-3449,413-594-1863,"06,07,08,09,10,11,12"
00610510,Chicopee: Chicopee Comprehensive High School,Public School,Principal,Derek Morrison,617 Montgomery Street,,Chicopee,MA,01020,413-594-3534,413-594-3492,"09,10,11,12"
00610505,Chicopee: Chicopee High,Public School,Principal,James Blain,820 Front Street,,Chicopee,MA,01020,413-594-3437,413-594-3500,"09,10,11,12"
00610310,Chicopee: Dupont Middle,Public School,Principal,Kristopher Theriault,650 Front Street,,Chicopee,MA,01013,413-594-1881,413-594-1897,"06,07,08"
00610050,Chicopee: Fairview Elementary,Public School,Principal,Irene Lemieux,26 Memorial Ave.,,Chicopee,MA,01020,413-594-3501,413-594-3509,"K,01,02,03,04,05"
00610090,Chicopee: Gen John J Stefanik,Public School,Principal,Amanda Theriault,720 Meadow Street,,Chicopee,MA,01013,413-594-3464,413-594-3462,"K,01,02,03,04,05"
00610040,Chicopee: Lambert-Lavoie,Public School,Principal,William Holt,99 Kendall Street,,Chicopee,MA,01020,413-594-3444,413-594-3513,"K,01,02,03,04,05"
00610022,Chicopee: Litwin,Public School,Principal,Elizabeth Masse,135 Litwin Lane,,Chicopee,MA,01020,413-594-3545,413-594-3547,"K,01,02,03,04,05"
00610065,Chicopee: Streiber Memorial School,Public School,Principal,January Wilson,40 Streiber Drive,,Chicopee,MA,01020,413-594-3446,413-594-3480,"K,01,02,03,04,05"
00610001,Chicopee: Szetela Early Childhood Center,Public School,Principal,Janet Reid,66 Macek Drive,,Chicopee,MA,01013,413-594-3597,413-594-3596,PK
04180305,Christa McAuliffe Charter Public (District): Christa McAuliffe Charter Public School,Charter School,Principal,Kristin Harrison,139 Newbury St,,Framingham,MA,01701,508-879-9000,508-471-3135,"06,07,08"
04370505,City on a Hill Charter Public School Circuit Street (District): City on a Hill Charter Public School Circuit Street,Charter School,Principal,DeOtis Williams,58 Circuit Street,,Roxbury,MA,02119,617-445-1515,617-445-9153,"09,10,11,12"
35040505,City on a Hill Charter Public School Dudley Square (District): City on a Hill Charter Public School Dudley Square,Charter School,Principal,Sonya Pratt,2179 Washington Street,,Roxbury ,MA,02119,617-516-5888,617-533-9421,"09,10,11,12"
35070505,City on a Hill Charter Public School New Bedford (District): City on a Hill Charter Public School New Bedford,Charter School,Principal,Gail Keith,384 Acushnet Ave,,New Bedford,MA,02740,508-985-6400,508-985-6422,"09,10,11,12"
00630010,Clarksburg: Clarksburg Elementary,Public School,Principal,Tara Barnes,777 West Cross Road,,Clarksburg,MA,01247,413-663-8735,413-663-8629,"K,01,02,03,04,05,06,07,08"
00640050,Clinton: Clinton Elementary,Public School,Principal,Robert Rouleau,100 Church Street,,Clinton,MA,01510,978-365-4230,978-368-7209,"PK,K,01,02,03"
00640305,Clinton: Clinton Middle School,Public School,Principal,Annmarie Sargent,100 West Boylston Street,,Clinton,MA,01510,978-365-4220,978-368-7256,"04,05,06,07,08"
00640505,Clinton: Clinton Senior High,Public School,Principal,James Hastings,200 West Boylston Street,,Clinton,MA,01510,978-365-4208,978-365-4237,"PK,09,10,11,12"
04380505,Codman Academy Charter Public (District): Codman Academy Charter Public School,Charter School,Principal,Thabiti Brown,637 Washington Street,,Dorchester,MA,02124,617-287-0700,617-287-9064,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12"
00650505,Cohasset: Cohasset Middle/High School,Public School,Principal,Carolyn Connolly,143 Pond Street,,Cohasset,MA,02025,781-383-6100,781-383-4168,"06,07,08,09,10,11,12"
00650005,Cohasset: Deer Hill,Public School,Principal,Jennifer Dechiara,208 Sohier St,,Cohasset,MA,02025,781-383-6115,781-383-6791,"03,04,05"
00650010,Cohasset: Joseph Osgood,Public School,Principal,Lisa Farrell,210 Sohier St,,Cohasset,MA,02025,781-383-6117,781-383-0255,"PK,K,01,02"
35030205,Collegiate Charter School of Lowell (District): Collegiate Charter School of Lowell,Charter School,Principal,Frederick Randall,1857 Middlesex Street,,Lowell,MA,01851,978-458-1399,978-458-1366,"K,01,02,03,04,05,06,07"
04360305,Community Charter School of Cambridge (District): Community Charter School of Cambridge,Charter School,Principal,Caleb Hurst-Hiller,245 Bent Street,,Cambridge,MA,02141,617-354-0047,617-354-3624,"06,07,08,09,10,11,12"
04260205,Community Day Charter Public School - Gateway (District): Community Day Charter Public School - Gateway,Charter School,Principal,Mary Chance,50 Pleasant Street,,Lawrence,MA,01841,978-722-2538,978-686-9382,"PK,K,01,02,03,04,05,06"
04400205,Community Day Charter Public School - Prospect (District): Community Day Charter Public School - Prospect,Charter School,Principal,Mary Chance,190 Hampshire Street,,Lawrence,MA,01840,978-722-2538,978-682-1013,"PK,K,01,02,03,04,05,06,07,08"
04310205,Community Day Charter Public School - R. Kingman Webster (District): Community Day Charter Public School - R. Kingman Webster,Charter School,Principal,Mary Chance,50 Pleasant Street,,Lawrence,MA,01841,978-722-2538,978-686-9382,"PK,K,01,02,03,04,05,06"
00670005,Concord: Alcott,Public School,Principal,Sharon Young,93 Laurel Street,,Concord,MA,01742,978-318-9544,978-371-2000,"PK,K,01,02,03,04,05"
00670305,Concord: Concord Middle,Public School,Principal,Justin Cameron,835 Old Marlboro Rd,,Concord,MA,01742,978-318-1380,978-318-1392,"06,07,08"
00670020,Concord: Thoreau,Public School,Principal,Angel Charles,29 Prairie Street,,Concord,MA,01742,978-318-1300,978-318-1308,"PK,K,01,02,03,04,05"
00670030,Concord: Willard,Public School,Principal,Matthew Lucey,185 Powder Mill Rd,,Concord,MA,01742,978-318-1340,978-318-1348,"PK,K,01,02,03,04,05"
06400505,Concord-Carlisle: Concord Carlisle High,Public School,Principal,Michael Mastrullo,500 Walden Street,,Concord,MA,01742,978-318-1400,978-318-1435,"09,10,11,12"
04390050,Conservatory Lab Charter (District): Conservatory Lab Charter School,Charter School,Principal,Nicole Mack,2120 Dorchester Avenue,,Dorchester,MA,02124,617-254-8904,617-254-8909,"PK,K,01,02,03,04,05,06,07,08"
00680005,Conway: Conway Grammar,Public School,Principal,Kristen Gordon,24 Fournier Rd.,,Conway,MA,01341,413-369-4239,413-369-4017,"PK,K,01,02,03,04,05,06"
00710505,Danvers: Danvers High,Public School,Principal,Jason Colombino,60 Cabot Road,,Danvers,MA,01923,978-777-8925,978-777-8931,"09,10,11,12"
00710015,Danvers: Great Oak,Public School,Principal,Sharon Burrill,76 Pickering Street,,Danvers,MA,01923,978-774-2533,978-777-1471,"K,01,02,03,04,05"
00710010,Danvers: Highlands,Public School,Principal,Paula Jones,190 Hobart,,Danvers,MA,01923,978-774-5011,978-777-5821,"K,01,02,03,04,05"
00710305,Danvers: Holten Richmond Middle School,Public School,Principal,Adam Federico,55 Conant Street,,Danvers,MA,01923,978-774-8590,978-762-8686,"06,07,08"
00710032,Danvers: Ivan G Smith,Public School,Principal,Tracey Mara,15 Lobao Drive,,Danvers,MA,01923,978-774-1350,978-774-1351,"K,01,02,03,04,05"
00710030,Danvers: Riverside,Public School,Principal,Violetta Powers,95 Liberty Street,,Danvers,MA,01923,978-774-5010,978-774-7850,"PK,K,01,02,03,04,05"
00710045,Danvers: Willis E Thorpe,Public School,Principal,Rita Ward,1 Avon Rd,,Danvers,MA,01923,978-774-6946,978-739-4417,"K,01,02,03,04,05"
00720005,Dartmouth: Andrew B. Cushman School,Public School,Principal,Melissa McHenry,746 Dartmouth Street,,Dartmouth,MA,02748,508-996-3926,508-910-1454,"PK,K"
00720505,Dartmouth: Dartmouth High,Public School,Principal,Ross Thibault,555 Bakerville Road,,Dartmouth,MA,02748,508-961-2700,508-910-1410,"09,10,11,12"
00720050,Dartmouth: Dartmouth Middle,Public School,Principal,Darren Doane,366 Slocum Road,,North Dartmouth,MA,02747,508-997-9333,508-999-7720,"06,07,08"
00720030,Dartmouth: George H Potter,Public School,Principal,Heidi Brooks,185 Cross Rd,,North Dartmouth,MA,02747,508-996-8259,508-990-0250,"PK,K,01,02,03,04,05"
00720040,Dartmouth: James M. Quinn School,Public School,Principal,Kyle Grandfield,529 Hawthorn Street,,Dartmouth,MA,02747,508-997-3178,508-997-6257,"K,01,02,03,04,05"
00720015,Dartmouth: Joseph Demello,Public School,Principal,Catherine Pavao,654 Dartmouth Street,,South Dartmouth,MA,02748,508-996-6750,508-990-2519,"01,02,03,04,05"
00730010,Dedham: Avery,Public School,Principal,Clare Sullivan,336 High Street,,Dedham,MA,02026,781-310-5000,781-326-5899,"01,02,03,04,05"
00730505,Dedham: Dedham High,Public School,Principal,James Forrest,140 Whiting Avenue,,Dedham,MA,02026,781-310-1100,781-320-8126,"09,10,11,12"
00730305,Dedham: Dedham Middle School,Public School,Principal,Karen Hillman,70 Whiting Avenue,,Dedham,MA,02026,781-310-7000,781-461-0354,"06,07,08"
00730005,Dedham: Early Childhood Center,Public School,Principal,Paul Sullivan,322 Sprague Street,,Dedham,MA,02026,781-310-8000,781-326-6445,"PK,K"
00730025,Dedham: Greenlodge,Public School,Principal,Ashley Bodkins,191 Greenlodge Street,,Dedham,MA,02026,781-310-4000,781-461-0034,"01,02,03,04,05"
00730030,Dedham: Oakdale,Public School,Principal,Holli Armstrong,147 Cedar Street,,Dedham,MA,02026,781-310-6000,781-320-8915,"01,02,03,04,05"
00730045,Dedham: Riverdale,Public School,Principal,Edward Paris,143 Needham Street,,Dedham,MA,02026,781-310-2000,781-251-0732,"01,02,03,04,05"
00740015,Deerfield: Deerfield Elementary,Public School,Principal,Tina-lynn Gemme,21 Pleasant Street,,South Deerfield,MA,01373,413-665-1131,413-665-2747,"PK,K,01,02,03,04,05,06"
06450505,Dennis-Yarmouth: Dennis-Yarmouth Regional High,Public School,Principal,George Morrison,210 Station Avenue,,South Yarmouth,MA,02664,508-398-7636,508-398-7635,"08,09,10,11,12"
06450005,Dennis-Yarmouth: Ezra H Baker Innovation School,Public School,Principal,Kevin Depin,810 Route 28,,West Dennis,MA,02670,508-398-7690,508-398-7693,"PK,K,01,02,03"
06450015,Dennis-Yarmouth: Marguerite E Small Elementary,Public School,Principal,Patrick Riley,440 Higgins Crowell Rd,,West Yarmouth,MA,02673,508-778-7975,508-778-4456,"PK,K,01,02,03"
06450305,Dennis-Yarmouth: Mattacheese Middle School,Public School,Principal,Ann Knell,400 Higgins Crowell Rd,,West Yarmouth,MA,02673,508-778-7979,508-778-7987,"06,07"
06450050,Dennis-Yarmouth: N H Wixon Innovation School,Public School,Principal,Sean Owen,901 Route 134/Drwr R,,South Dennis,MA,02660,508-398-7695,--,"04,05"
06450025,Dennis-Yarmouth: Station Avenue Elementary,Public School,Principal,Peter Crowell,276 Station Avenue,,South Yarmouth,MA,02664,508-760-5600,508-760-5601,"K,01,02,03"
06500005,Dighton-Rehoboth: Dighton Elementary,Public School,Principal,Lynn Dessert,1250 Somerset Avenue,,Dighton,MA,02715,508-669-4245,508-669-4248,"K,01,02,03,04"
06500305,Dighton-Rehoboth: Dighton Middle School,Public School,Principal,Richard Wheeler,1250R Somerset Avenue,,Dighton,MA,02715,508-669-4200,508-669-4210,"05,06,07,08"
06500505,Dighton-Rehoboth: Dighton-Rehoboth Regional High School,Public School,Principal,John Gould,2700 Regional Rd,,North Dighton,MA,02764,508-252-5025,508-252-5079,"PK,09,10,11,12"
06500310,Dighton-Rehoboth: Dorothy L Beckwith,Public School,Principal,Joseph Pirraglia,330R Winthrop Street,,Rehoboth,MA,02769,508-252-5080,508-252-5082,"05,06,07,08"
06500010,Dighton-Rehoboth: Palmer River,Public School,Principal,Arlene Miguel,326 Winthrop Street,,Rehoboth,MA,02769,508-252-5100,508-252-5110,"K,01,02,03,04"
00770015,Douglas: Douglas Elementary School,Public School,Principal,Samuel Cederbaum,19 Davis Street,,Douglas,MA,01516,508-476-4200,508-476-2562,"02,03,04,05"
00770505,Douglas: Douglas High School,Public School,Principal,Joshua Romano,33 Davis Street,,Douglas,MA,01516,508-476-4100,508-476-7310,"09,10,11,12"
00770305,Douglas: Douglas Middle School,Public School,Principal,Brian Delaney,21 Davis Street,,Douglas,MA,01516,508-476-3332,508-476-2562,"06,07,08"
00770005,Douglas: Douglas Primary School,Public School,Principal,Cindy Socha,17 Gleason Court,,Douglas,MA,01516,508-476-2154,508-476-4041,"PK,K,01"
00780005,Dover: Chickering,Public School,Principal,Laura Dayal,29 Cross Street,,Dover,MA,02030,508-785-0480,508-785-9748,"PK,K,01,02,03,04,05"
06550505,Dover-Sherborn: Dover-Sherborn Regional High,Public School,Principal,John Smith,9 Junction Street,,Dover,MA,02030,508-785-1730,508-785-8141,"09,10,11,12"
06550405,Dover-Sherborn: Dover-Sherborn Regional Middle School,Public School,Principal,Scott Kellett,155 Farm Street,,Dover,MA,02030,508-785-0635,508-785-0796,"06,07,08"
00790035,Dracut: Brookside Elementary,Public School,Principal,Dawn Smith,1560 Lakeview Avenue,,Dracut,MA,01826,978-957-0716,978-957-9726,"K,01,02,03,04,05"
00790505,Dracut: Dracut Senior High,Public School,Principal,Richard Manley,1540 Lakeview Avenue,,Dracut,MA,01826,978-957-1500,978-957-9717,"09,10,11,12"
00790045,Dracut: George H. Englesby Elementary School,Public School,Principal,Laurie Fahey,1580 Lakeview Ave,,Dracut,MA,01826,978-957-9745,978-957-8449,"K,01,02,03,04,05"
00790030,Dracut: Greenmont Avenue,Public School,Principal,Nicholas Botelho,37 Greenmont Avenue,,Dracut,MA,01826,978-453-1797,978-453-8739,"K,01,02,03,04,05"
00790020,Dracut: Joseph A Campbell Elementary,Public School,Principal,Angela Kimble,1021 Methuen Street,,Dracut,MA,01826,978-459-6186,978-459-9780,"PK,K,01,02,03,04,05"
00790410,Dracut: Justus C. Richardson Middle School,Public School,Principal,Maria McGuinness,1570 Lakeview Ave,,Dracut,MA,01826,978-957-3330,978-957-4075,"06,07,08"
04070405,Dudley Street Neighborhood Charter School (District): Dudley Street Neighborhood Charter School,Charter School,Principal,Dawn Lewis,6 Shirley Street,,Boston,MA,02119,617-227-8055,--,"PK,K,01,02,03,04,05"
06580020,Dudley-Charlton Reg: Charlton Elementary,Public School,Principal,Lori Pacheco,9 Burlingame Road,,Charlton,MA,01507,508-248-7774,508-248-7003,"PK,K,01"
06580310,Dudley-Charlton Reg: Charlton Middle School,Public School,Principal,Dean Packard,2 Oxford Road,,Charlton,MA,01507,508-248-1423,508-248-1418,"05,06,07,08"
06580005,Dudley-Charlton Reg: Dudley Elementary,Public School,Principal,Diane Seibold,16 School Street,,Dudley,MA,01571,508-943-3351,508-949-3305,"02,03,04"
06580305,Dudley-Charlton Reg: Dudley Middle School,Public School,Principal,Christopher Starczewski,70 Dudley-Oxford Road,,Dudley,MA,01571,508-943-2224,508-949-0720,"05,06,07,08"
06580030,Dudley-Charlton Reg: Heritage School,Public School,Principal,Kathleen Pastore,34 Oxford Rd,,Charlton,MA,01507,508-248-4884,508-248-1109,"02,03,04"
06580010,Dudley-Charlton Reg: Mason Road School,Public School,Principal,Robin Parmley,20 Mason Road,,Dudley,MA,01571,508-943-4312,508-949-1005,"PK,K,01"
06580505,Dudley-Charlton Reg: Shepherd Hill Regional High,Public School,Principal,William Chaplin,68 Dudley Oxford Road,,Dudley,MA,01571,508-943-6700,508-943-5956,"09,10,11,12"
00820004,Duxbury: Alden School,Public School,Principal,Karen Whitaker,75 Alden Street,,Duxbury,MA,02332,781-934-7630,781-934-7636,"03,04,05"
00820006,Duxbury: Chandler Elementary,Public School,Principal,Erin Wiesehahn,93 Chandler Street,,Duxbury,MA,02332,781-934-7680,781-934-7675,"PK,K,01,02"
00820505,Duxbury: Duxbury High,Public School,Principal,James Donovan,71 Alden Street,,Duxbury,MA,02332,781-934-7650,781-934-7617,"09,10,11,12"
00820305,Duxbury: Duxbury Middle,Public School,Principal,Blake Dalton,71 Alden Street,,Duxbury,MA,02332,781-934-7640,781-934-7608,"06,07,08"
00830005,East Bridgewater: Central,Public School,Principal,Kate Byrne,107 Central Street,,East Bridgewater,MA,02333,508-378-8204,508-378-8229,"PK,K,01,02"
00830505,East Bridgewater: East Bridgewater JR./SR. High School,Public School,Principal,Brian Duffey,143 Plymouth Street,,East Bridgewater,MA,02333,508-378-8214,508-378-8226,"07,08,09,10,11,12"
00830010,East Bridgewater: Gordon W Mitchell,Public School,Principal,Andrew Gentile,435 Central Street,,East Bridgewater,MA,02333,508-378-8209,508-378-8228,"03,04,05,06"
00870305,East Longmeadow: Birchland Park,Public School,Principal,Timothy Allen,50 Hanward Hill,,East Longmeadow,MA,01028,413-525-5480,413-525-5320,"06,07,08"
00870505,East Longmeadow: East Longmeadow High,Public School,Principal,Gina Flanagan,180 Maple Street,,East Longmeadow,MA,01028,413-525-5460,413-525-5496,"09,10,11,12"
00870010,East Longmeadow: Mapleshade,Public School,Principal,Michael Fredette,175 Mapleshade Avenue,,East Longmeadow,MA,01028,413-525-5485,413-525-5321,"03,04,05"
00870013,East Longmeadow: Meadow Brook,Public School,Principal,Lisa Dakin,607 Parker Street,,East Longmeadow,MA,01028,413-525-5470,--,"PK,K,01,02"
00870015,East Longmeadow: Mountain View,Public School,Principal,Elaine Santaniello,77 Hampden Rd,,East Longmeadow,MA,01028,413-525-5490,413-525-5447,"03,04,05"
00850005,Eastham: Eastham Elementary,Public School,Principal,William Crosby,200 Schoolhouse Road,,Eastham,MA,02642,508-255-0808,508-240-5403,"PK,K,01,02,03,04,05"
00860005,Easthampton: Center School,Public School,Principal,Allison Rebello,9 School Street,,Easthampton,MA,01027,413-529-1540,413-529-1547,"K,01,02,03,04"
00860505,Easthampton: Easthampton High,Public School,Principal,Kevin Burke,70 Williston Avenue,,Easthampton,MA,01027,413-529-1585,413-529-1591,"09,10,11,12"
00860010,Easthampton: Maple,Public School,Principal,Judy Averill,7 Chapel Street,,Easthampton,MA,01027,413-529-1550,413-529-1599,"PK,K,01,02,03,04"
00860020,Easthampton: Neil A Pepin,Public School,Principal,Allison Rebello,4 Park Street,,Easthampton,MA,01027,413-529-1545,413-529-1594,"K,01,02,03,04"
00860305,Easthampton: White Brook Middle School,Public School,Principal,Meredith Balise,200 Park Street,,Easthampton,MA,01027,413-529-1530,413-529-1534,"05,06,07,08"
00880003,Easton: Center School,Public School,Principal,Ann Weintrob,388 Depot Street,,South Easton,MA,02375,508-230-3233,508-230-3240,"PK,K,01,02"
00880405,Easton: Easton Middle School,Public School,Principal,R. Luke Carroll,98 Columbus Avenue,,North Easton,MA,02356,508-230-3222,508-230-3102,"06,07,08"
00880020,Easton: Moreau Hall,Public School,Principal,Thomas Higgins,360 Washington Street,,North Easton,MA,02356,508-230-3235,508-230-3237,"PK,K,01,02"
00880505,Easton: Oliver Ames High,Public School,Principal,Wesley Paul,100 Lothrop Street,,North Easton,MA,02356,508-230-3210,508-238-7325,"09,10,11,12"
00880015,Easton: Parkview Elementary,Public School,Principal,Christopher Getchell,50 Spooner Street,,North Easton,MA,02356,508-230-3230,508-230-3249,"PK,K,01,02"
00880025,Easton: Richardson Olmsted School,Public School,Principal,Christopher Getchell,101 Lothrop Street,,North Easton,MA,02356,508-230-3227,508-230-3244,"03,04,05"
00890005,Edgartown: Edgartown Elementary,Public School,Principal,John Stevens,35 Robinson Road,,Edgartown,MA,02539,508-627-3316,508-627-7983,"PK,K,01,02,03,04,05,06,07,08"
04520505,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District): Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),Charter School,Principal,Caren Walker Gregory,360 Huntington Avenue,c/o 102 Cahners Hall,Boston,MA,02115,617-373-8576,617-373-7850,"09,10,11,12"
00910030,Erving: Erving Elementary,Public School,Principal,James Trill,28 Northfield Road,,Erving,MA,01344,413-423-3326,413-423-3648,"PK,K,01,02,03,04,05,06"
08170505,Essex North Shore Agricultural and Technical School District: Essex Technical High School,Public School,Principal,Brad Morgan,P.O. Box 346,,Hathorne,MA,01937,978-762-0001,978-777-8403,"09,10,11,12"
